Estimate_original,Std. Error_original,t value_original,Pr(>|t|)_original,Estimate_lax_outlier_out,Std. Error_lax_outlier_out,t value_lax_outlier_out,Pr(>|t|)_lax_outlier_edu,Estimate_strict_outlier_out,Std. Error_strict_outlier_out,t value_strict_outlier_out,Pr(>|t|)_strict_outlier_edu
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
-0.0485566744032059,0.0845899709630861,-0.574024010770678,0.566510053753324,-0.0312243198367044,0.0693574044241123,-0.450194468722782,0.653011523881747,-0.0534831574132074,0.0588769716322104,-0.908388389051379,0.364782975560639
0.224477165237872,0.084332248072676,2.66181882219506,0.00831779998141133,0.18359261208573,0.0700516046732481,2.62081950787691,0.00938071066991199,0.201582037137126,0.0595597636345947,3.38453386708941,0.00086034551900728
