Estimate_original,Std. Error_original,t value_original,Pr(>|t|)_original,Estimate_lax_outlier_out,Std. Error_lax_outlier_out,t value_lax_outlier_out,Pr(>|t|)_lax_outlier_edu,Estimate_strict_outlier_out,Std. Error_strict_outlier_out,t value_strict_outlier_out,Pr(>|t|)_strict_outlier_edu
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
0.382243476157055,0.0703572930336063,5.43289060274783,1.40367560450474e-07,0.2336539364617,0.063693097693101,3.66843417771167,0.000304672341819005,0.361693725721276,0.0563605965190171,6.41749285955896,9.43003786756567e-10
-0.294670773586729,0.0704103032306448,-4.18505190385942,4.053541135933e-05,-0.368016097264862,0.0619926124063672,-5.93645086050711,1.09331640840974e-08,-0.28170209503111,0.052420906624774,-5.37385011380132,2.0856951604197e-07
